,train_file,predict
133,train/cat/cat.7745.jpg,中国狸花猫
134,train/cat/cat.6446.jpg,哈瓦那棕猫
135,train/dog/dog.9832.jpg,圣东基犬
136,train/cat/cat.1407.jpg,哈瓦那棕猫
137,train/dog/dog.2902.jpg,拉布拉多
138,train/cat/cat.5982.jpg,中华田园猫
139,train/dog/dog.2332.jpg,罗威纳犬
140,train/dog/dog.9281.jpg,大丹
141,train/cat/cat.3073.jpg,苏格兰折耳猫
142,train/cat/cat.12026.jpg,孟买猫
143,train/cat/cat.4982.jpg,孟买猫
144,train/cat/cat.8551.jpg,中国狸花猫
145,train/cat/cat.2204.jpg,美国短毛猫
146,train/cat/cat.6419.jpg,孟买猫
147,train/dog/dog.11642.jpg,英国獒犬
148,train/dog/dog.805.jpg,澳大利亚牧羊犬
149,train/dog/dog.3326.jpg,中华田园犬
150,train/cat/cat.2736.jpg,玳瑁猫
151,train/cat/cat.9820.jpg,狮子猫
152,train/cat/cat.6557.jpg,美国短尾猫
153,train/cat/cat.6876.jpg,孟买猫
154,train/cat/cat.8886.jpg,马恩岛猫
155,train/dog/dog.5409.jpg,比格猎犬
156,train/dog/dog.10868.jpg,比格
157,train/cat/cat.6443.jpg,美国短毛猫
158,train/cat/cat.8463.jpg,塞尔凯克卷毛猫
159,train/dog/dog.11565.jpg,海根猎犬
160,train/cat/cat.856.jpg,孟买猫
161,train/cat/cat.3872.jpg,缅因猫
162,train/dog/dog.3046.jpg,斯塔福斗牛梗
163,train/cat/cat.2740.jpg,三色猫
164,train/dog/dog.7909.jpg,金毛犬
165,train/dog/dog.1313.jpg,提洛尔猎犬
166,train/dog/dog.207.jpg,贵宾犬/贵妇犬
167,train/dog/dog.8875.jpg,金毛犬
168,train/dog/dog.5989.jpg,贵宾犬/贵妇犬
169,train/cat/cat.7073.jpg,短毛家猫
170,train/cat/cat.8382.jpg,三色猫
171,train/dog/dog.1179.jpg,杰克罗素梗
172,train/dog/dog.9388.jpg,国王牧羊犬
173,train/cat/cat.2483.jpg,德文帝王猫
174,train/dog/dog.10056.jpg,牛头梗
175,train/cat/cat.10498.jpg,孟买猫
176,train/cat/cat.4757.jpg,美国硬毛猫
177,train/dog/dog.6423.jpg,意大利灵缇犬
178,train/cat/cat.12157.jpg,美国硬毛猫
179,train/dog/dog.6891.jpg,斯塔福斗牛梗
180,train/dog/dog.5219.jpg,欧亚大陆犬
181,train/cat/cat.2407.jpg,美国硬毛猫
182,train/dog/dog.11946.jpg,波士顿梗犬
183,train/cat/cat.10299.jpg,狮子猫
184,train/cat/cat.5360.jpg,中国狸花猫
185,train/dog/dog.4508.jpg,瑞典拉普杭犬
186,train/cat/cat.7435.jpg,泰国暹罗猫
187,train/dog/dog.756.jpg,凯恩梗
188,train/dog/dog.9708.jpg,边境牧羊犬
189,train/cat/cat.7081.jpg,土耳其梵猫
190,train/cat/cat.3981.jpg,马恩岛猫
191,train/dog/dog.4875.jpg,圣伯纳犬
192,train/cat/cat.169.jpg,日本柴犬
193,train/dog/dog.8529.jpg,海根猎犬
194,train/cat/cat.10791.jpg,中国狸花猫
195,train/cat/cat.2979.jpg,澳大利亚雾猫
196,train/cat/cat.9810.jpg,奶牛猫
197,train/dog/dog.3979.jpg,法兰西斗牛犬
198,train/dog/dog.1530.jpg,切萨皮克海湾寻回犬
199,train/cat/cat.6121.jpg,土耳其梵猫
200,train/cat/cat.3332.jpg,哈瓦那棕猫
201,train/cat/cat.127.jpg,玳瑁猫
202,train/cat/cat.7371.jpg,孟买猫
203,train/cat/cat.11221.jpg,泰国暹罗猫
204,train/dog/dog.6481.jpg,甲斐犬
205,train/dog/dog.11635.jpg,拉布拉多
206,train/cat/cat.3543.jpg,缅因猫
207,train/dog/dog.11229.jpg,拉布拉多
208,train/cat/cat.6699.jpg,哈士奇犬
209,train/dog/dog.3633.jpg,恩特雷布赫山地犬
210,train/cat/cat.10016.jpg,美国短毛猫
211,train/cat/cat.3280.jpg,布偶猫
212,train/dog/dog.2941.jpg,拉萨犬
213,train/dog/dog.6092.jpg,西藏猎犬
214,train/cat/cat.4672.jpg,俄罗斯蓝猫
215,train/cat/cat.5310.jpg,索马里猫
216,train/dog/dog.3818.jpg,穆托尔猎犬
217,train/dog/dog.720.jpg,波士顿梗犬
218,train/dog/dog.1226.jpg,可蒙犬
219,train/dog/dog.4137.jpg,恩特雷布赫山地犬
220,train/dog/dog.815.jpg,佩特戴尔㹴
221,train/cat/cat.11377.jpg,奶牛猫
222,train/dog/dog.7660.jpg,警犬
223,train/cat/cat.12069.jpg,缅因猫
224,train/dog/dog.11305.jpg,德国短毛指示犬
225,train/cat/cat.4378.jpg,孟买猫
226,train/dog/dog.12456.jpg,猎浣熊犬
227,train/dog/dog.3122.jpg,布劳特猎犬
228,train/cat/cat.6776.jpg,孟买猫
229,train/dog/dog.6308.jpg,黑狼犬
230,train/dog/dog.12459.jpg,迷你贝吉格里芬凡丁犬
231,train/dog/dog.6087.jpg,拉布拉多
232,train/cat/cat.12465.jpg,亚洲猫
233,train/dog/dog.37.jpg,圣东基犬
234,train/cat/cat.3290.jpg,中国狸花猫
235,train/dog/dog.3229.jpg,威玛猎犬
236,train/dog/dog.10951.jpg,丹麦布罗荷马獒
237,train/dog/dog.10162.jpg,白色德国牧羊犬
238,train/dog/dog.9943.jpg,迷你贝吉格里芬凡丁犬
239,train/cat/cat.7219.jpg,埃及猫
240,train/dog/dog.6136.jpg,贵宾犬/贵妇犬
241,train/cat/cat.6065.jpg,中国狸花猫
242,train/dog/dog.1531.jpg,杂交狗
243,train/dog/dog.9046.jpg,科克尔犬
244,train/dog/dog.6150.jpg,金毛犬
245,train/cat/cat.965.jpg,曼切堪猫
246,train/cat/cat.8341.jpg,三色猫
247,train/cat/cat.12395.jpg,中国狸花猫
248,train/dog/dog.10963.jpg,塞尔维亚猎犬
249,train/cat/cat.3240.jpg,挪威森林猫
250,train/cat/cat.11672.jpg,土耳其梵猫
251,train/dog/dog.4373.jpg,斯塔福斗牛梗
252,train/cat/cat.8918.jpg,英国短毛猫
253,train/cat/cat.7105.jpg,俄罗斯蓝猫
254,train/cat/cat.3438.jpg,挪威森林猫
255,train/cat/cat.3594.jpg,狮子猫
256,train/dog/dog.7797.jpg,意大利灵缇犬
257,train/dog/dog.9150.jpg,柯利犬
258,train/dog/dog.10979.jpg,史宾格犬
259,train/cat/cat.2405.jpg,四川简州猫
260,train/dog/dog.1439.jpg,依比沙猎犬
261,train/dog/dog.6806.jpg,荷兰毛狮犬
262,train/dog/dog.3248.jpg,奥弗涅指示猎犬
263,train/cat/cat.2604.jpg,土猫
264,train/cat/cat.12059.jpg,孟买猫
265,train/cat/cat.12492.jpg,孟买猫
266,train/dog/dog.4544.jpg,猎浣熊犬
267,train/cat/cat.6518.jpg,美国短尾猫
268,train/cat/cat.10076.jpg,孟买猫
269,train/cat/cat.4875.jpg,英国长毛猫
270,train/cat/cat.7257.jpg,挪威森林猫
271,train/cat/cat.10628.jpg,四川简州猫
272,train/dog/dog.11.jpg,马士提夫犬
273,train/dog/dog.11706.jpg,奥弗涅指示猎犬
274,train/dog/dog.3681.jpg,拉布拉多
275,train/cat/cat.728.jpg,英国长毛猫
276,train/dog/dog.3617.jpg,平毛巡回猎犬
277,train/dog/dog.12290.jpg,卷毛比熊犬
278,train/cat/cat.8235.jpg,布偶猫
279,train/cat/cat.1089.jpg,三色猫
280,train/dog/dog.5591.jpg,波希米亚牧羊犬
281,train/dog/dog.4088.jpg,平毛巡回猎犬
282,train/dog/dog.1193.jpg,阿根廷杜高犬
283,train/dog/dog.3277.jpg,切萨皮克海湾寻回犬
284,train/dog/dog.11262.jpg,皮卡普狗
285,train/dog/dog.4600.jpg,大白熊
286,train/dog/dog.2.jpg,喜乐蒂
287,train/cat/cat.6211.jpg,俄罗斯蓝猫
288,train/dog/dog.10099.jpg,德牧/德国牧羊犬
289,train/dog/dog.7135.jpg,拉布拉多
290,train/cat/cat.1088.jpg,孟买猫
291,train/cat/cat.11071.jpg,泰国暹罗猫
292,train/dog/dog.95.jpg,拉萨犬
293,train/dog/dog.215.jpg,大白熊
294,train/dog/dog.7296.jpg,斯塔福斗牛梗
295,train/dog/dog.10364.jpg,丹迪丁蒙梗
296,train/cat/cat.4369.jpg,索马里猫
297,train/dog/dog.4900.jpg,蛋糕罐罐狗
298,train/dog/dog.1184.jpg,拳师犬
299,train/cat/cat.1571.jpg,美国短毛猫
300,train/dog/dog.2845.jpg,霍夫瓦尔特犬
301,train/dog/dog.5098.jpg,腊肠犬
302,train/cat/cat.8742.jpg,虎斑猫
303,train/cat/cat.1734.jpg,挪威森林猫
304,train/cat/cat.10247.jpg,孟买猫
305,train/cat/cat.7335.jpg,雪鞋猫
306,train/dog/dog.893.jpg,四国犬
307,train/dog/dog.1788.jpg,喜乐蒂
308,train/cat/cat.6174.jpg,孟买猫
309,train/dog/dog.9635.jpg,穆托尔猎犬
310,train/dog/dog.3102.jpg,西藏梗
311,train/cat/cat.7608.jpg,美国短毛猫
312,train/cat/cat.7180.jpg,孟加拉猫
313,train/dog/dog.2047.jpg,波士顿梗犬
314,train/dog/dog.12336.jpg,可卡
315,train/cat/cat.4182.jpg,中国狸花猫
316,train/dog/dog.1466.jpg,阿根廷杜高犬
317,train/cat/cat.8585.jpg,虎猫
318,train/dog/dog.7178.jpg,金毛犬
319,train/dog/dog.8277.jpg,杜宾犬
320,train/dog/dog.626.jpg,猎浣熊犬
321,train/cat/cat.7211.jpg,挪威森林猫
322,train/cat/cat.11068.jpg,四川简州猫
323,train/cat/cat.6435.jpg,孟加拉猫
324,train/dog/dog.10776.jpg,比格猎犬
325,train/dog/dog.5749.jpg,吉娃娃犬
326,train/dog/dog.1208.jpg,拉布拉多
327,train/dog/dog.4433.jpg,恩特雷布赫山地犬
328,train/dog/dog.5001.jpg,斯塔福斗牛梗
329,train/cat/cat.5558.jpg,非动物
330,train/cat/cat.4213.jpg,西伯利亚猫
331,train/cat/cat.4351.jpg,美国硬毛猫
332,train/dog/dog.5264.jpg,非动物
333,train/dog/dog.4078.jpg,拉布拉多
334,train/cat/cat.446.jpg,孟买猫
335,train/dog/dog.12069.jpg,树丛竞走猎浣熊犬
336,train/cat/cat.3723.jpg,中国狸花猫
337,train/cat/cat.3191.jpg,金毛犬
338,train/dog/dog.10108.jpg,边境梗
339,train/dog/dog.9740.jpg,柯利犬
340,train/dog/dog.1256.jpg,斯塔福斗牛梗
341,train/dog/dog.9591.jpg,巴吉度犬
342,train/cat/cat.4076.jpg,边境牧羊犬
343,train/dog/dog.5544.jpg,斯塔福斗牛梗
344,train/cat/cat.4763.jpg,三色猫
345,train/cat/cat.3247.jpg,亚洲猫
346,train/cat/cat.1970.jpg,布偶猫
347,train/cat/cat.1198.jpg,狮子猫
348,train/dog/dog.6961.jpg,拳师犬
349,train/dog/dog.4207.jpg,波希米亚牧羊犬
350,train/cat/cat.8545.jpg,挪威森林猫
351,train/cat/cat.10684.jpg,亚洲猫
352,train/dog/dog.8806.jpg,猎浣熊犬
353,train/dog/dog.3903.jpg,拉布拉多
354,train/dog/dog.9720.jpg,中国昆明犬
355,train/cat/cat.720.jpg,东方双色猫
356,train/cat/cat.7860.jpg,家猫
357,train/dog/dog.11573.jpg,袋鼠狗
358,train/dog/dog.4344.jpg,曼彻斯特梗
359,train/cat/cat.11750.jpg,缅甸猫
360,train/dog/dog.1249.jpg,比格猎犬
361,train/dog/dog.7257.jpg,希腊猎犬
362,train/dog/dog.10152.jpg,树枝田纳西州斑点狗
363,train/cat/cat.6128.jpg,中国狸花猫
364,train/dog/dog.1056.jpg,雪纳瑞/标准雪纳瑞
365,train/cat/cat.5212.jpg,孟买猫
366,train/dog/dog.10501.jpg,中华田园犬
367,train/cat/cat.3870.jpg,英国短毛猫
368,train/dog/dog.4138.jpg,中华田园犬
369,train/dog/dog.7068.jpg,巴吉度犬
370,train/cat/cat.2280.jpg,土耳其梵猫
371,train/dog/dog.11364.jpg,大丹
372,train/dog/dog.2807.jpg,四国犬
373,train/dog/dog.9623.jpg,中华田园犬
374,train/cat/cat.5974.jpg,非动物
375,train/dog/dog.7433.jpg,喜乐蒂
376,train/cat/cat.3862.jpg,波米拉猫
377,train/cat/cat.2478.jpg,孟买猫
378,train/cat/cat.3941.jpg,美国短尾猫
379,train/dog/dog.7138.jpg,拉布拉多
380,train/cat/cat.11527.jpg,美国短毛猫
381,train/cat/cat.530.jpg,土猫
382,train/cat/cat.4826.jpg,美国短毛猫
383,train/dog/dog.3953.jpg,大白熊
384,train/cat/cat.5651.jpg,喜马拉雅猫
385,train/cat/cat.7270.jpg,土耳其安哥拉猫
386,train/dog/dog.5426.jpg,西藏梗
387,train/cat/cat.9155.jpg,孟买猫
388,train/dog/dog.4505.jpg,圣伯纳犬
389,train/cat/cat.727.jpg,挪威森林猫
390,train/cat/cat.2561.jpg,喜马拉雅猫
391,train/dog/dog.8100.jpg,斯塔福斗牛梗
392,train/dog/dog.8641.jpg,中华田园犬
393,train/dog/dog.9523.jpg,金毛犬
394,train/cat/cat.4819.jpg,英国短毛猫
395,train/cat/cat.9404.jpg,缅因猫
396,train/cat/cat.8653.jpg,孟买猫
397,train/cat/cat.6293.jpg,玳瑁猫
398,train/dog/dog.12461.jpg,布鲁塞尔格里芬犬
399,train/dog/dog.10771.jpg,纽芬兰犬
400,train/cat/cat.3926.jpg,三色猫
401,train/cat/cat.9473.jpg,三色猫
402,train/cat/cat.6792.jpg,东方双色猫
403,train/cat/cat.6146.jpg,孟买猫
404,train/dog/dog.7735.jpg,拉布拉多
405,train/dog/dog.10542.jpg,中国沙皮犬
406,train/dog/dog.1389.jpg,阿兰多獒犬
407,train/dog/dog.3667.jpg,非洲家犬
408,train/dog/dog.622.jpg,卡罗来纳犬
409,train/cat/cat.1004.jpg,奶牛猫
410,train/dog/dog.3210.jpg,中华田园犬
411,train/cat/cat.7022.jpg,英国短毛猫
412,train/cat/cat.7497.jpg,褴褛猫
413,train/cat/cat.11601.jpg,孟买猫
414,train/dog/dog.3783.jpg,坎高犬
415,train/dog/dog.6795.jpg,拉布拉多
416,train/dog/dog.1596.jpg,中华田园犬
417,train/cat/cat.3518.jpg,美国短毛猫
418,train/dog/dog.11575.jpg,阿根廷杜高犬
419,train/cat/cat.6584.jpg,俄罗斯蓝猫
420,train/dog/dog.11047.jpg,拉布拉多
421,train/dog/dog.6671.jpg,雪纳瑞/标准雪纳瑞
422,train/dog/dog.4947.jpg,可卡
423,train/cat/cat.9963.jpg,埃及猫
424,train/cat/cat.2750.jpg,奶牛猫
425,train/cat/cat.9425.jpg,狮子猫
426,train/dog/dog.5894.jpg,杂交狗
427,train/dog/dog.360.jpg,蛋糕罐罐狗
428,train/dog/dog.259.jpg,树枝田纳西州斑点狗
429,train/cat/cat.9586.jpg,美国短毛猫
430,train/dog/dog.6601.jpg,拉布拉多
431,train/cat/cat.7575.jpg,中华田园犬
432,train/dog/dog.1291.jpg,意大利卡斯罗犬
433,train/dog/dog.12243.jpg,牛头梗
434,train/cat/cat.10552.jpg,狮子猫
435,train/dog/dog.7241.jpg,博美
436,train/dog/dog.4805.jpg,澳大利亚牧羊犬
437,train/dog/dog.220.jpg,阿根廷杜高犬
438,train/dog/dog.12307.jpg,布劳特猎犬
439,train/dog/dog.5990.jpg,拉布拉多
440,train/dog/dog.181.jpg,蝴蝶犬
441,train/dog/dog.4234.jpg,大瑞士山地犬
442,train/dog/dog.1154.jpg,迷你鹿犬
443,train/cat/cat.6229.jpg,东方双色猫
444,train/dog/dog.2034.jpg,中华田园犬
445,train/dog/dog.7321.jpg,德牧/德国牧羊犬
446,train/dog/dog.225.jpg,拉布拉多
447,train/dog/dog.3460.jpg,威玛猎犬
448,train/cat/cat.964.jpg,孟买猫
449,train/dog/dog.10856.jpg,树枝田纳西州斑点狗
450,train/dog/dog.7763.jpg,美国斗牛犬
451,train/cat/cat.11926.jpg,三色猫
452,train/dog/dog.1942.jpg,阿富汗猎犬
453,train/dog/dog.12174.jpg,拉布拉多
454,train/cat/cat.6921.jpg,哈瓦那棕猫
455,train/dog/dog.1235.jpg,斯塔福斗牛梗
456,train/dog/dog.9820.jpg,圣伯纳犬
457,train/dog/dog.2007.jpg,巴基斯坦斗牛犬
458,train/dog/dog.1388.jpg,西高地白梗
459,train/cat/cat.1891.jpg,泰国暹罗猫
460,train/cat/cat.10380.jpg,孟买猫
461,train/cat/cat.8230.jpg,中国狸花猫
462,train/dog/dog.1028.jpg,意大利灵缇犬
463,train/cat/cat.1242.jpg,泰国暹罗猫
464,train/cat/cat.9880.jpg,豹猫
465,train/cat/cat.3505.jpg,狮子猫
466,train/dog/dog.1971.jpg,拉布拉多
467,train/dog/dog.7155.jpg,巴吉度犬
468,train/dog/dog.9817.jpg,博美
469,train/dog/dog.6623.jpg,非动物
470,train/cat/cat.7353.jpg,孟买猫
471,train/dog/dog.3616.jpg,杜宾犬
472,train/dog/dog.7509.jpg,澳洲野狗
473,train/cat/cat.468.jpg,中国狸花猫
474,train/cat/cat.1904.jpg,哈瓦那棕猫
475,train/cat/cat.3656.jpg,孟买猫
476,train/dog/dog.3911.jpg,史宾格犬
477,train/cat/cat.7245.jpg,土耳其梵猫
478,train/cat/cat.9687.jpg,三色猫
479,train/dog/dog.7232.jpg,西高地白梗
480,train/cat/cat.8943.jpg,狮子猫
481,train/cat/cat.8975.jpg,奶牛猫
482,train/cat/cat.5980.jpg,西伯利亚猫
483,train/cat/cat.2040.jpg,泰国暹罗猫
484,train/cat/cat.4887.jpg,东方双色猫
485,train/cat/cat.6659.jpg,孟买猫
486,train/dog/dog.7163.jpg,希腊猎犬
487,train/dog/dog.9404.jpg,拉布拉多
488,train/cat/cat.5698.jpg,玳瑁猫
489,train/dog/dog.1023.jpg,德牧/德国牧羊犬
490,train/dog/dog.4349.jpg,拉布拉多
491,train/dog/dog.417.jpg,猎浣熊犬
492,train/cat/cat.12342.jpg,俄罗斯蓝猫
493,train/cat/cat.2333.jpg,美国短毛猫
494,train/dog/dog.6745.jpg,比利牛斯獒犬
495,train/dog/dog.11613.jpg,法国狼犬
496,train/dog/dog.11513.jpg,拉布拉多
497,train/cat/cat.11918.jpg,亚洲猫
498,train/cat/cat.5954.jpg,棕蝠
499,train/dog/dog.6641.jpg,金毛犬
500,train/dog/dog.7183.jpg,日本土佐犬
501,train/cat/cat.9829.jpg,雪鞋猫
502,train/cat/cat.5505.jpg,泰国暹罗猫
503,train/dog/dog.3721.jpg,藏獒
504,train/dog/dog.9883.jpg,罗威纳犬
505,train/dog/dog.3259.jpg,斯塔福斗牛梗
506,train/cat/cat.4919.jpg,孟买猫
507,train/dog/dog.1196.jpg,吉娃娃犬
508,train/dog/dog.11332.jpg,迷你鹿犬
509,train/dog/dog.9147.jpg,切萨皮克海湾寻回犬
510,train/dog/dog.3537.jpg,澳大利亚梗
511,train/cat/cat.1082.jpg,英国长毛猫
512,train/dog/dog.4012.jpg,珍岛犬
513,train/cat/cat.4466.jpg,奶牛猫
514,train/cat/cat.6280.jpg,孟买猫
515,train/dog/dog.3985.jpg,八哥犬
516,train/cat/cat.1418.jpg,狮子猫
517,train/dog/dog.11391.jpg,吉娃娃犬
518,train/dog/dog.227.jpg,斯塔比嚎犬
519,train/cat/cat.50.jpg,美国硬毛猫
520,train/cat/cat.8451.jpg,奶牛猫
521,train/cat/cat.4077.jpg,科拉特猫
522,train/cat/cat.3483.jpg,孟买猫
523,train/cat/cat.6465.jpg,孟买猫
524,train/cat/cat.10896.jpg,狮子猫
525,train/dog/dog.3743.jpg,虎斑犬
526,train/dog/dog.3938.jpg,斯塔福斗牛梗
527,train/cat/cat.6345.jpg,非动物
528,train/dog/dog.10328.jpg,平毛巡回猎犬
529,train/cat/cat.1851.jpg,孟买猫
530,train/cat/cat.3149.jpg,哈瓦那棕猫
531,train/cat/cat.1593.jpg,奶牛猫
532,train/cat/cat.8284.jpg,孟买猫
533,train/dog/dog.4453.jpg,狮子
534,train/dog/dog.12298.jpg,霍夫瓦尔特犬
535,train/cat/cat.5619.jpg,狮子猫
536,train/cat/cat.11680.jpg,奶牛猫
537,train/cat/cat.12348.jpg,挪威森林猫
538,train/dog/dog.9689.jpg,中华田园犬
539,train/cat/cat.28.jpg,俄罗斯蓝猫
540,train/cat/cat.11648.jpg,美国短毛猫
541,train/dog/dog.4405.jpg,拉布拉多
542,train/dog/dog.5675.jpg,澳大利亚卡尔比犬
543,train/cat/cat.11694.jpg,美国硬毛猫
544,train/cat/cat.5782.jpg,狮子猫
545,train/cat/cat.9889.jpg,英国短毛猫
546,train/dog/dog.8853.jpg,史宾格犬
547,train/cat/cat.1543.jpg,家猫
548,train/dog/dog.4143.jpg,卷毛比熊犬
549,train/dog/dog.5508.jpg,猎浣熊犬
550,train/cat/cat.7078.jpg,卡特尔猫
551,train/cat/cat.8946.jpg,雪鞋猫
552,train/dog/dog.11630.jpg,海根猎犬
553,train/cat/cat.9921.jpg,挪威森林猫
554,train/dog/dog.2823.jpg,凯恩梗
555,train/cat/cat.4690.jpg,三色猫
556,train/cat/cat.10949.jpg,狮子猫
